Vote Year;Council District;Category;Project Number;Title;Description;Address;Votes;Winner;Cost;BP Funding;Borough Code;Latitude;Longitude;Postcode;Community Board;Census Tract;BIN;BBL;NTA
2016;7;Housing;12;Basketball Court Renovations;Resurface, replace and install new basketball court and recreational equipment.;Manhattanville Houses;345;0;500,000;0;1;;;; ;;;;
2016;7;Housing;5;Lighting Upgrades for Recreational Area;Inadequate lighting around playing fields. Gangs are exploiting two of the dark play areas while the inadequately lit paths are sites of frequent muggings. Proper lighting will enhance basic security.;Manhattanville Houses;436;0;500,000;0;1;;;; ;;;;
2016;7;Housing;6;Playground Renovation;Renovate, upgrade, and install new equipment and amenities.;Manhattanville Houses;419;0;500,000;0;1;;;; ;;;;
2016;7;Parks & Recreation;18;Artificial Turf Installation;Install artificial turf play surface on the eastern portion of the playground in Morningside Park.;Morningside Ave. (123rd St. - 124th St.);239;0;500,000;0;1;;;; ;;;;
2016;7;Parks & Recreation;13;Cherry Walk Safety Improvements;Address dangerous conditions for walkers and bikers along the 1.5 mile unbroken section of the Hudson River Greenway. Install reflective paint markings to illuminate and improve safety conditions.;West 110th Street to West 129th Street;342;0;150,000;0;1;;;; ;;;;
2016;7;Parks & Recreation;4;Green Up District 7;Planting 100 street trees and installing tree guards.;West 125th Street to West 155th Street;449;1;300,000;0;1;;;; ;;;;
2016;7;Seniors;1;Riverstone Senior Center Upgrade & Renovation;Grounds renovation outside the entrance would be designed to budget. Priorities such as creating attractive seating areas and enclosing the dumpster would be coordinated with RA leadership.;99 Fort Washington Ave.;708;1;210,000;0;1;40.83851;-73.943738;10032;12;247;1063346;1021360235;Washington Heights South                                                   
2016;7;Streets and Transportation;9;Grounds Renovation;Replacing sidewalks in this area will help eliminate, or reduce the amount of accidents of civilians walking, allowing for a safer travel.;Grant Houses;370;0;325,000;0;1;;;; ;;;;
2016;8;Education;3;Air Conditioning at P.S. 108;Air conditioning system for the school cafeteria at P.S. 108 Assemblyman Angelo Del Toro Educational Complex;1615 Madison Avenue (East Harlem);1,105;1;250,000;0;1;40.795146;-73.948368;10029;11;17,401;1051584;1016140021;East Harlem South                                                          
2016;8;Education;14;Air Conditioning for P.S. 369X, P.S. 179X and 352X;Providing air-conditioning to a school building that has three co-located schools - P.S. 369 Young Leaders Elementary, PS. 179 School International Cultures and X352 D75;468 East 140th St (Bronx-Mott Haven);630;1;450,000;0;1;;;; ;;;;
2016;8;Education;20;Air Conditioning for P.S. 65X;Install air conditioning for students and faculty to make the space more usable throughout the year.;677 East 141st Street, Bronx;396;0;250,000;0;1;;;; ;;;;
2016;8;Education;17;Air Conditioning for PS 49X;Obtaining a split system will create a safer and healthier environment for the students and faculty and make the space more usable throughout the year.;383 East 139th Street (Bronx - Mott Haven);501;0;250,000;0;1;;;; ;;;;
2016;8;Education;15;Electrical Upgrade for Schools;Electrical upgrades for classrooms in Central Park East II, P.S. 171 and P.S. 108. The upgrades will increase electrical capacity to support air conditioning units.;Central Park East II, P.S. 171 and P.S. 108;555;0;75,000;0;1;;;; ;;;;
2016;8;Education;10;Bathroom Renovations: MS/HS 223;Essential restoration, upgrade, and efficiency enhancement of restroom facilities for our school - M.S./H.S. 223 The Laboratory School of Finance and Technology;360 East 145th (Bronx - Mott Haven);778;1;250,000;0;1;;;; ;;;;
2016;8;Education;16;Mobile Robotics Lab at South Bronx Prep;Adding Computer Science to our curriculum. Next Generation science standards demand students apply science & math concepts to real world needs. We wish to add mobile robotic cards to achieve this end.;South Bronx Preparatory 360 E.145 St (Bronx);521;0;186,000;0;1;;;; ;;;;
2016;8;Education;22;Technology Upgrade to FLAGS High School;Technology upgrade to Foreign Language Academy of Global Studies High School (FLAGS). This will enable students to better utilize their computer lab.;470 Jackson Avenue (Bronx - Mott Haven);328;0;100,000;0;1;;;; ;;;;
2016;8;Education;1;Technology Upgrades for PE, CPE and Heritage HS;Technology upgrades that will impact classrooms at Park East High School, Central Park East High School and the Heritage High Schools, potentially serving approximately 1500 students daily.;East Harlem High Schools;1,297;1;376,200;0;1;;;; ;;;;
2016;8;Housing;21;Exterior Lighting at Millbrook Houses;Placement of exterior lighting throughout Millbrook houses to increase visibility and safety.;Millbrook Houses (Bronx - Mott Haven);383;0;400,000;0;1;;;; ;;;;
2016;8;Housing;19;Exterior Lights at Mott Haven Houses;"The placement of exterior lighting throughout Mott Haven Houses will increase visibility at night and creating a safer environment. 
";Mott Haven Houses (Bronx - Mott Haven);412;0;400,000;0;1;;;; ;;;;
2016;8;Housing;2;Playground Renovations at Wagner Houses;Renovation to existing playground at Wagner Houses. The renovation will focus on children with special needs.;Wagner Houses (East Harlem);1,286;1;500,000;0;1;;;; ;;;;
2016;8;Housing;4;Playground Renovations at Wilson Houses;Renovation to existing playground at Wilson Houses;Wilson Houses (East Harlem);977;0;500,000;0;1;;;; ;;;;
2016;8;Housing;11;Renovation to Playground at Washington Houses;Renovation to existing playground at Washington Houses. The renovation will focus on children with special needs.;Washington Houses (East Harlem);718;0;500,000;0;1;;;; ;;;;
2016;8;Parks & Recreation;9;Bright Lights and Fancy Seating for Poor Richards;Poor Richards will receive new benches in addition to improved lighting to brighten up the park space.;Poor Richards Playground (East Harlem);804;0;300,000;0;1;;;; ;;;;
2016;8;Parks & Recreation;12;Irrigation & Tom's Dog Run Upgrades;Keep Thomas Jefferson Park green with an irrigation system to water green spaces. Tom's Dog Run is in need of water fountains, fencing and obstacles for mental stimulation and exercise for EH dogs.;Thomas Jefferson Park (East Harlem);690;0;400,000;0;1;;;; ;;;;
2016;8;Parks & Recreation;8;Nelson Playground Repairs;This project will put in a fence to separate the benches from the basketball court for the safety of those who utilize the benches. Additionally, water fountain repairs will be made to benefit all.;Nelson Playground (Bronx - Highbridge);897;1;500,000;0;1;;;; ;;;;
2016;8;Seniors;13;Grounds Enhancement: Focus on Age Friendly Benches;Ground Beautification with a focus on Age Friendly benches. This will include new concrete, fencing and greening for Seniors at Washington Houses.;Washington Houses (East Harlem);634;0;300,000;0;1;;;; ;;;;
2016;8;Seniors;18;Grounds Renovation at Metro North;Grounds Renovation at Metro North with a focus on Age Friendly benches. This will include new concrete, fencing and greening for seniors at Metro North Plaza.;Metro North Plaza (East Harlem);474;0;300,000;0;1;;;; ;;;;
2016;8;Seniors;6;Grounds Renovation: Sitting Area for Seniors;Seniors in the Corsi Houses ask that the current open space be converted into a sitting area with greening and a shade structure to protect from the sun and rain.;306 East 117th Street (East Harlem);935;0;400,000;0;1;40.797489;-73.936856;10035;11;188;1079357;1016880045;East Harlem North                                                          
2016;8;Seniors;5;Grounds Renovation: Upgrades to Gaylord White;Renovation to the outside entrance of Gaylord White Senior Houses. Project will replace the benches and tables and will level the ground.;2029 East 104th Street (East Harlem);954;0;400,000;0;1;;;; ;;;;
2016;10;Education;12;Board of Ed. 1st Recording Studio JHS 143;;;446;0;300,000;0;1;;;; ;;;;
2016;10;Education;4;Laptops for M.293;;;793;0;225,000;0;1;;;; ;;;;
2016;10;Education;3;P.S. 152/M. 178 Playground Upgrade;;;1,015;1;500,000;0;1;;;; ;;;;
2016;10;Education;1;Science/Media Labs for D6 STEAM Center;;;1,170;1;350,000;0;1;;;; ;;;;
2016;10;Education;6;WHEELS/ I.S. 143 Athletic Facilities Upgrade;;;771;0;400,000;0;1;;;; ;;;;
2016;10;Housing;9;Dyckman Houses Playground Renovation;;;470;0;350,000;0;1;;;; ;;;;
2016;10;Housing;13;Marble Hill (Houses) Playground Upgrades;;;383;0;500,000;0;1;;;; ;;;;
2016;10;Housing;8;The Dyckman Houses Basketball Upgrades!;;;501;0;500,000;0;1;;;; ;;;;
2016;11;Arts, Culture & Community;4;Mosholu Library HVAC & Roof;Installation of HVAC system, including unit on roof & compressor, air handling units and ejector pump.;285 E. 205th Street;760;1;400,000;0;2;40.874207;-73.878343;10467;7;423;2018123;2033410076;Norwood                                                                    
2016;11;Arts, Culture & Community;5;Spuyten Duyvil Library HVAC System;"Installation of HVAC system, including unit on roof & compressor, air handling units and ejector pump.
";650 West 235th Street;590;0;400,000;0;2;40.886494;-73.914631;10463;8;309;2085867;2059150070;North Riverdale-Fieldston-Riverdale                                        
2016;11;Education;2;District 11 Schools Technology Upgrade;To provide a technology upgrade for students in the district. $50,000 per school. Includes Laptop carts, smart boards, In-Tech news network program.;PS 94, 340, 16, & 19, In-Tech Academy, & ISL;963;1;300,000;0;2;;;; ;;;;
2016;11;Education;11;In-Tech Academy Gym Lockers;To replace the old gym lockers at In-Tech Academy;2975 Tibbet Ave.;420;0;400,000;0;2;40.879368;-73.909896;10463;8;29,302;2112838;2057160725;Spuyten Duyvil-Kingsbridge                                                 
2016;11;Education;10;P.S. 280/M.S. 80 Auditorium Renovations;Replacement of outdated seating in the auditorium. Events and community meetings are held in the auditorium throughout the year.;149 East Mosholu Parkway North;438;0;275,000;0;2;40.876299;-73.881532;10467;7;419;2018046;2033360035;Norwood                                                                    
2016;11;Parks & Recreation;6;Adult Fitness Equipment at Classic Playground;Install fitness equipment for adults for recreational use.;Van Cortlandt Park S.;568;0;400,000;0;2;;;; ;;;;
2016;11;Parks & Recreation;12;Hackett Park Dog Run Improvements;Upgrade fencing & installation of features within dog run.;Riverdale Ave. & W. 254th Street;229;0;500,000;0;2;;;; ;;;;
2016;11;Parks & Recreation;8;Seton Park Mini Skate Park;Construction of mini skate park for teenagers & young adults to skate in safe place.;Independence Ave. & W. 235th St (SW of Park);513;0;450,000;0;2;;;; ;;;;
2016;11;Parks & Recreation;9;Wakefield Playground/Basketball Court Renovations;Renovation to basketball courts, part of only recreational space in community.;Carpenter Ave. Btwn E. 239 St. & E. 240 St.;489;0;300,000;0;2;;;; ;;;;
2016;11;Parks & Recreation;7;Woodlawn Playground Spray Shower Renovations;Update cement spray shower to make it usable for local children;Van Cortlandt Park East & Kepler Ave.;531;0;300,000;0;2;;;; ;;;;
